s,p,o
http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#inverseOf
http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#comment
http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#label
http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#seeAlso
http://purl.org/dc/elements/1.1/title,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.org/dc/elements/1.1/title
http://purl.org/dc/elements/1.1/subject,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.org/dc/elements/1.1/subject
http://purl.org/dc/elements/1.1/creator,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.org/dc/elements/1.1/creator
http://purl.org/dc/elements/1.1/rights,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.org/dc/elements/1.1/rights
http://www.w3.org/2002/07/owl#versionInfo,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2002/07/owl#versionInfo
http://ontology.ontotext.com/taxonomy/preferredLabel,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#label
http://ontology.ontotext.com/taxonomy/alternativeLabel,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#label
http://ontology.ontotext.com/taxonomy/partOf,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/memberOf,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/hasPart,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/startTime,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/endTime,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/pointInTime,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/replaces,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/genre,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/replacedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/coordinateLocation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/eventTime,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/locatedIn,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/headOfGoverment,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/operatingSystem,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/programmingLanguage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/author,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/of,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/gender,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/dateOfBirth,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/dateOfDeath,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/placeOfBirth,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/placeOfDeath,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/countryOfCitizenship,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/occupation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/almaMater,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/fieldOfWork,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/positionHeld,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/religion,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/mother,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/father,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/brother,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/sister,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/spouse,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/employer,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/officialWebsite,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/positionAtTeam,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/club,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/countryForSport,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/notableWork,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/instrument,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/memberOfPoliticalParty,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/nobleFamily,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/coatOfArmsImage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/inception,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/logoImage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/headquartersLocation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/industry,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/production,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/founder,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/CEO,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/chairperson,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/website,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/affiliation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/subsidiaries,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/parentCompany,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/continent,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/country,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/population,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/capital,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/officialLanguage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/headOfState,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/capitalOf,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://ontology.ontotext.com/taxonomy/genericProperty
http://ontology.ontotext.com/taxonomy/latitude,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2003/01/geo/wgs84_pos#latitude
http://ontology.ontotext.com/taxonomy/longitude,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2003/01/geo/wgs84_pos#longitude
http://www.w3.org/1999/02/22-rdf-syntax-ns#Alt,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#Bag,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#Seq,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral
http://www.w3.org/2000/01/rdf-schema#Datatype,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2001/XMLSchema#nonNegativeInteger,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2001/XMLSchema#nonNegativeInteger
http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2001/XMLSchema#string
http://ontology.ontotext.com/taxonomy/Thing,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Concept,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Concept,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Event,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Event,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Event,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Location,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Location,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Location,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Time,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Time,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Time,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Agent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Agent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Agent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Organization,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Organization,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Organization,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Organization,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Feature,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#DocumentTopic,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Category,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Mention,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#TextMention,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#TextMention,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Mention
http://ontology.ontotext.com/publishing#EntitySource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#LinkedDatasetSource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#LinkedDatasetSource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#EntitySource
http://ontology.ontotext.com/publishing#NamedEntityRecognitionSource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#NamedEntityRecognitionSource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#EntitySource
http://ontology.ontotext.com/publishing#Asset,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Image,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Image,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Asset
http://ontology.ontotext.com/publishing#Video,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Video,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Asset
http://ontology.ontotext.com/publishing#Document,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Document,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Asset
http://ontology.ontotext.com/publishing#PresentableDocument,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#PresentableDocument,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Asset
http://ontology.ontotext.com/publishing#PresentableDocument,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Document
http://ontology.ontotext.com/publishing#DocumentCluster,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#DocumentCluster,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Asset
http://ontology.ontotext.com/publishing#DocumentCluster,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#Document
http://ontology.ontotext.com/publishing#DocumentCluster,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/publishing#PresentableDocument
http://ontology.ontotext.com/publishing#ProfileInformation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/publishing#Channel,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Athlete,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Athlete,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Athlete,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Athlete,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Athlete,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Artist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Artist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Artist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Artist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Artist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Politician,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Politician,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Politician,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Politician,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Politician,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Monarch,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Monarch,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Monarch,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Monarch,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Monarch,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Journalist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Journalist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Journalist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Journalist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Journalist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Scientist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Scientist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Scientist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Scientist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Scientist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Cleric,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Cleric,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Cleric,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Cleric,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Cleric,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Economist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Economist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Economist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Economist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Person
http://ontology.ontotext.com/taxonomy/Economist,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Company,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Company,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Company,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Company,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Organization
http://ontology.ontotext.com/taxonomy/Company,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/Band,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/Band,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
http://ontology.ontotext.com/taxonomy/Band,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Agent
http://ontology.ontotext.com/taxonomy/Band,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Organization
http://ontology.ontotext.com/taxonomy/Band,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Thing
http://ontology.ontotext.com/taxonomy/EducationalInstitution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Thing
http://ontology.ontotext.com/taxonomy/EducationalInstitution,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://ontology.ontotext.com/taxonomy/Concept
