s,p,o
http://dbpedia.org/ontology/Athlete,http://www.w3.org/2000/01/rdf-schema#label,athlète
http://dbpedia.org/ontology/Athlete,http://www.w3.org/2000/01/rdf-schema#label,lúthchleasaí
http://dbpedia.org/ontology/Religious,http://www.w3.org/2000/01/rdf-schema#label,religiös
http://dbpedia.org/ontology/Religious,http://www.w3.org/2000/01/rdf-schema#label,religious
http://dbpedia.org/ontology/Religious,http://www.w3.org/2000/01/rdf-schema#label,θρησκευτικός
http://dbpedia.org/ontology/Religious,http://www.w3.org/2000/01/rdf-schema#label,religieus
http://dbpedia.org/ontology/Religious,http://www.w3.org/2000/01/rdf-schema#label,religieux
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,Spinnentier
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,aracnídeos
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,arachnid
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,αραχνοειδές
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,クモ綱
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,spinachtigen
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,aracnide
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,거미강
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,arachnides
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,araicnid
http://dbpedia.org/ontology/Arachnid,http://www.w3.org/2000/01/rdf-schema#label,arácnido
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,žival
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,animal
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,Tier
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,animal
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,animal
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,ζώο
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,動物
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,dier
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,animale
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,동물
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,animal
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,zviera
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,ainmhí
http://dbpedia.org/ontology/Animal,http://www.w3.org/2000/01/rdf-schema#label,animal
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,Distrikt
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,department
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,τμήμα
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,departement
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,부서
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,département
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,roinn
http://dbpedia.org/ontology/Department,http://www.w3.org/2000/01/rdf-schema#label,Distrito
http://dbpedia.org/ontology/CardinalDirection,http://www.w3.org/2000/01/rdf-schema#label,Cardinal direction
http://dbpedia.org/ontology/CardinalDirection,http://www.w3.org/2000/01/rdf-schema#label,windrichting
http://dbpedia.org/ontology/CardinalDirection,http://www.w3.org/2000/01/rdf-schema#label,Windrichtung
http://dbpedia.org/ontology/Painter,http://www.w3.org/2000/01/rdf-schema#label,Maler
http://dbpedia.org/ontology/Painter,http://www.w3.org/2000/01/rdf-schema#label,painter
http://dbpedia.org/ontology/Painter,http://www.w3.org/2000/01/rdf-schema#label,ζωγράφος
http://dbpedia.org/ontology/Painter,http://www.w3.org/2000/01/rdf-schema#label,画家
http://dbpedia.org/ontology/Painter,http://www.w3.org/2000/01/rdf-schema#label,schilder
http://dbpedia.org/ontology/Painter,http://www.w3.org/2000/01/rdf-schema#label,peintre
http://dbpedia.org/ontology/LineOfFashion,http://www.w3.org/2000/01/rdf-schema#label,line of fashion
http://dbpedia.org/ontology/LineOfFashion,http://www.w3.org/2000/01/rdf-schema#label,Modelinie
http://dbpedia.org/ontology/LineOfFashion,http://www.w3.org/2000/01/rdf-schema#label,modelijn
http://dbpedia.org/ontology/LineOfFashion,http://www.w3.org/2000/01/rdf-schema#label,type de couture
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,Park
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,parque
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,park
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,πάρκο
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,公園
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,park
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,공원
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,parc
http://dbpedia.org/ontology/Park,http://www.w3.org/2000/01/rdf-schema#label,páirc
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,περιοχή
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,lieu
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,Ort
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,lugar
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,place
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,مكان
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,立地
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,plaats
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,lloc
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,lekua
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,miejsce
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,áit
http://dbpedia.org/ontology/Place,http://www.w3.org/2000/01/rdf-schema#label,lugar
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,Radsportteam
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,cycling team
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,ομάδα ποδηλασίας
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,wielerploeg
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,squadra di ciclismo
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,사이클 팀
http://dbpedia.org/ontology/CyclingTeam,http://www.w3.org/2000/01/rdf-schema#label,foireann rothaíochta
http://dbpedia.org/ontology/SportsTeam,http://www.w3.org/2000/01/rdf-schema#label,Sportmannschaft
http://dbpedia.org/ontology/SportsTeam,http://www.w3.org/2000/01/rdf-schema#label,sports team
http://dbpedia.org/ontology/SportsTeam,http://www.w3.org/2000/01/rdf-schema#label,ομαδικά αθλήματα
http://dbpedia.org/ontology/SportsTeam,http://www.w3.org/2000/01/rdf-schema#label,スポーツチーム
http://dbpedia.org/ontology/SportsTeam,http://www.w3.org/2000/01/rdf-schema#label,sportteam
http://dbpedia.org/ontology/SportsTeam,http://www.w3.org/2000/01/rdf-schema#label,équipe sportive
http://dbpedia.org/ontology/GrossDomesticProduct,http://www.w3.org/2000/01/rdf-schema#label,Bruttoinlandsprodukt
http://dbpedia.org/ontology/GrossDomesticProduct,http://www.w3.org/2000/01/rdf-schema#label,gross domestic product
http://dbpedia.org/ontology/GrossDomesticProduct,http://www.w3.org/2000/01/rdf-schema#label,ακαθάριστο εγχώριο προϊόν
http://dbpedia.org/ontology/GrossDomesticProduct,http://www.w3.org/2000/01/rdf-schema#label,bruto nationaal product
http://dbpedia.org/ontology/GrossDomesticProduct,http://www.w3.org/2000/01/rdf-schema#label,olltáirgeacht intíre
http://dbpedia.org/ontology/WaterRide,http://www.w3.org/2000/01/rdf-schema#label,water ride
http://dbpedia.org/ontology/WaterRide,http://www.w3.org/2000/01/rdf-schema#label,marcaíocht uisce
http://dbpedia.org/ontology/WaterRide,http://www.w3.org/2000/01/rdf-schema#label,Wasserbahn
http://dbpedia.org/ontology/WaterRide,http://www.w3.org/2000/01/rdf-schema#label,waterbaan
http://dbpedia.org/ontology/AmusementParkAttraction,http://www.w3.org/2000/01/rdf-schema#label,atracción de parque de atraccións
http://dbpedia.org/ontology/AmusementParkAttraction,http://www.w3.org/2000/01/rdf-schema#label,Vergnügungsparkattraktion
http://dbpedia.org/ontology/AmusementParkAttraction,http://www.w3.org/2000/01/rdf-schema#label,amusement park attraction
http://dbpedia.org/ontology/AmusementParkAttraction,http://www.w3.org/2000/01/rdf-schema#label,δραστηριότητα λούνα πάρκ
http://dbpedia.org/ontology/AmusementParkAttraction,http://www.w3.org/2000/01/rdf-schema#label,pretparkattractie
http://dbpedia.org/ontology/MilitaryVehicle,http://www.w3.org/2000/01/rdf-schema#label,military vehicle
http://dbpedia.org/ontology/MilitaryVehicle,http://www.w3.org/2000/01/rdf-schema#label,Militärfahrzeug
http://dbpedia.org/ontology/MilitaryVehicle,http://www.w3.org/2000/01/rdf-schema#label,legervoertuig
http://dbpedia.org/ontology/ArtisticGenre,http://www.w3.org/2000/01/rdf-schema#label,artistic genre
http://dbpedia.org/ontology/ArtisticGenre,http://www.w3.org/2000/01/rdf-schema#label,Kunstgattung
http://dbpedia.org/ontology/ArtisticGenre,http://www.w3.org/2000/01/rdf-schema#label,kunstsoort
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,Genre
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,genre
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,ύφος
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,ジャンル
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,genre
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,seánra
http://dbpedia.org/ontology/Genre,http://www.w3.org/2000/01/rdf-schema#label,género
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,Cricketspieler
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,cricketer
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,παίκτης του κρίκετ
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,クリケット選手
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,cricketspeler
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,크리켓 선수
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,joueur de cricket
http://dbpedia.org/ontology/Cricketer,http://www.w3.org/2000/01/rdf-schema#label,imreoir cruicéid
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,bedecktsamige Pflanze
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,flowering plant
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,ανθοφόρο φυτό
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,被子植物
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,bedektzadigen
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,magnoliofita
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,angiospermes
http://dbpedia.org/ontology/FloweringPlant,http://www.w3.org/2000/01/rdf-schema#label,angiosperma
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,pflanze
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,plant
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,φυτό
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,植物
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,plant
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,pianta
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,plante
http://dbpedia.org/ontology/Plant,http://www.w3.org/2000/01/rdf-schema#label,planda
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,Fernsehfolge
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,television episode
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,επεισόδιο τηλεόρασης
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,テレビ放送回
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,televisie seizoen
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,텔레비전 에피소드
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,épisode télévisé
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,eagrán de chlár teilifíse
http://dbpedia.org/ontology/TelevisionEpisode,http://www.w3.org/2000/01/rdf-schema#label,capítulo de serie de televisión
http://dbpedia.org/ontology/Baronet,http://www.w3.org/2000/01/rdf-schema#label,Baronet
http://dbpedia.org/ontology/Baronet,http://www.w3.org/2000/01/rdf-schema#label,baronet
http://dbpedia.org/ontology/Baronet,http://www.w3.org/2000/01/rdf-schema#label,準男爵
http://dbpedia.org/ontology/Baronet,http://www.w3.org/2000/01/rdf-schema#label,baronet
http://dbpedia.org/ontology/Baronet,http://www.w3.org/2000/01/rdf-schema#label,baronetto
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,Britanska kraljevska oseba
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,Britisches Königshaus
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,British royalty
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,Βρετανική μοναρχία
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,イギリス王室
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,Britse royalty
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,reali britannici
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,영국 왕족
http://dbpedia.org/ontology/BritishRoyalty,http://www.w3.org/2000/01/rdf-schema#label,royauté Britannique
http://dbpedia.org/ontology/Canton,http://www.w3.org/2000/01/rdf-schema#label,Kanton
http://dbpedia.org/ontology/Canton,http://www.w3.org/2000/01/rdf-schema#label,canton
http://dbpedia.org/ontology/Canton,http://www.w3.org/2000/01/rdf-schema#label,スイス連邦の州またはフランスの群
http://dbpedia.org/ontology/Canton,http://www.w3.org/2000/01/rdf-schema#label,kanton
http://dbpedia.org/ontology/Canton,http://www.w3.org/2000/01/rdf-schema#label,canton
http://dbpedia.org/ontology/Gnetophytes,http://www.w3.org/2000/01/rdf-schema#label,Gnetophyta
http://dbpedia.org/ontology/Gnetophytes,http://www.w3.org/2000/01/rdf-schema#label,Gnetophytes
http://dbpedia.org/ontology/Gnetophytes,http://www.w3.org/2000/01/rdf-schema#label,Gnetophytes
http://dbpedia.org/ontology/Gnetophytes,http://www.w3.org/2000/01/rdf-schema#label,グネツム綱
http://dbpedia.org/ontology/Gnetophytes,http://www.w3.org/2000/01/rdf-schema#label,Gnetales
http://dbpedia.org/ontology/Gnetophytes,http://www.w3.org/2000/01/rdf-schema#label,gnétophytes
http://dbpedia.org/ontology/Jockey,http://www.w3.org/2000/01/rdf-schema#label,Jockey (Pferderennprofi)
http://dbpedia.org/ontology/Jockey,http://www.w3.org/2000/01/rdf-schema#label,jockey (horse racer)
http://dbpedia.org/ontology/Jockey,http://www.w3.org/2000/01/rdf-schema#label,αναβάτης αλόγου αγώνων
http://dbpedia.org/ontology/Jockey,http://www.w3.org/2000/01/rdf-schema#label,騎手
http://dbpedia.org/ontology/Jockey,http://www.w3.org/2000/01/rdf-schema#label,jockey
http://dbpedia.org/ontology/Jockey,http://www.w3.org/2000/01/rdf-schema#label,marcach
http://dbpedia.org/ontology/ScientificConcept,http://www.w3.org/2000/01/rdf-schema#label,Scientific concept
http://dbpedia.org/ontology/ScientificConcept,http://www.w3.org/2000/01/rdf-schema#label,wissenschaftliche Theorie
http://dbpedia.org/ontology/ScientificConcept,http://www.w3.org/2000/01/rdf-schema#label,wetenschappelijke theorie
http://dbpedia.org/ontology/Soccer,http://www.w3.org/2000/01/rdf-schema#label,football
http://dbpedia.org/ontology/Soccer,http://www.w3.org/2000/01/rdf-schema#label,voetbal
http://dbpedia.org/ontology/Soccer,http://www.w3.org/2000/01/rdf-schema#label,サッカー
http://dbpedia.org/ontology/TeamSport,http://www.w3.org/2000/01/rdf-schema#label,team sport
http://dbpedia.org/ontology/TeamSport,http://www.w3.org/2000/01/rdf-schema#label,teamsport
http://dbpedia.org/ontology/TeamSport,http://www.w3.org/2000/01/rdf-schema#label,チームスポーツ
http://dbpedia.org/ontology/SportCompetitionResult,http://www.w3.org/2000/01/rdf-schema#label,Ergebnisse eines Sportwettbewerbs
http://dbpedia.org/ontology/SportCompetitionResult,http://www.w3.org/2000/01/rdf-schema#label,results of a sport competition
http://dbpedia.org/ontology/SportCompetitionResult,http://www.w3.org/2000/01/rdf-schema#label,αποτελέσματα αθλητικού διαγωνισμού
http://dbpedia.org/ontology/SportCompetitionResult,http://www.w3.org/2000/01/rdf-schema#label,uitslag van een sport competitie
http://dbpedia.org/ontology/SportCompetitionResult,http://www.w3.org/2000/01/rdf-schema#label,résultats d'une compétition sportive
http://dbpedia.org/ontology/SportCompetitionResult,http://www.w3.org/2000/01/rdf-schema#label,resultados de una competición deportiva
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,Turm
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,tower
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,πύργος
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,塔
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,toren
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,tour
http://dbpedia.org/ontology/Tower,http://www.w3.org/2000/01/rdf-schema#label,túr
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,Protein
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,proteína
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,protein
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,πρωτεΐνη
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,タンパク質
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,proteïne
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,proteina
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,단백질
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,protéine
http://dbpedia.org/ontology/Protein,http://www.w3.org/2000/01/rdf-schema#label,próitéin
http://dbpedia.org/ontology/HumanGeneLocation,http://www.w3.org/2000/01/rdf-schema#label,Humangen Lokation
http://dbpedia.org/ontology/HumanGeneLocation,http://www.w3.org/2000/01/rdf-schema#label,HumanGeneLocation
http://dbpedia.org/ontology/HumanGeneLocation,http://www.w3.org/2000/01/rdf-schema#label,τοποθεσία του ανθρώπινου γονιδίου
http://dbpedia.org/ontology/HumanGeneLocation,http://www.w3.org/2000/01/rdf-schema#label,ヒト遺伝子座
http://dbpedia.org/ontology/HumanGeneLocation,http://www.w3.org/2000/01/rdf-schema#label,menselijk genoom locatie
http://dbpedia.org/ontology/SpeedwayTeam,http://www.w3.org/2000/01/rdf-schema#label,Speedwayteam
http://dbpedia.org/ontology/SpeedwayTeam,http://www.w3.org/2000/01/rdf-schema#label,speedway team
http://dbpedia.org/ontology/SpeedwayTeam,http://www.w3.org/2000/01/rdf-schema#label,speedwayteam
http://dbpedia.org/ontology/SpeedwayTeam,http://www.w3.org/2000/01/rdf-schema#label,klub żużlowy
http://dbpedia.org/ontology/SpeedwayTeam,http://www.w3.org/2000/01/rdf-schema#label,foireann luasbhealaigh
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,christlicher Patriarch
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,Christian Patriarch
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,χριστιανός πατριάρχης
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,christelijk patriarch
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,patriarca cristiano
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,기독교 총대주교
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,patriarche chrétien
http://dbpedia.org/ontology/ChristianPatriarch,http://www.w3.org/2000/01/rdf-schema#label,patriarcha chrześcijański
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,geistlicher
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,cleric
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,Κλήρος
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,聖職者
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,geestelijke
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,ecclesiastico
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,성직자
http://dbpedia.org/ontology/Cleric,http://www.w3.org/2000/01/rdf-schema#label,ecclésiastique
http://dbpedia.org/ontology/GovernmentType,http://www.w3.org/2000/01/rdf-schema#label,Regierungsform
http://dbpedia.org/ontology/GovernmentType,http://www.w3.org/2000/01/rdf-schema#label,Government Type
http://dbpedia.org/ontology/GovernmentType,http://www.w3.org/2000/01/rdf-schema#label,Είδη Διακυβέρνησης
http://dbpedia.org/ontology/GovernmentType,http://www.w3.org/2000/01/rdf-schema#label,regeringsvorm
http://dbpedia.org/ontology/GovernmentType,http://www.w3.org/2000/01/rdf-schema#label,régime politique
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,Typ
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,type
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,τύπος
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,型
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,type
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,régime de classification
http://dbpedia.org/ontology/Type,http://www.w3.org/2000/01/rdf-schema#label,cineál
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,Stadt
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,town
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,πόλη
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,町
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,stad
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,ville
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,miasteczko
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,baile
http://dbpedia.org/ontology/Town,http://www.w3.org/2000/01/rdf-schema#label,नगर
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,Siedlung
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,settlement
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,οικισμός
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,居住地
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,nederzetting
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,zone peuplée
http://dbpedia.org/ontology/Settlement,http://www.w3.org/2000/01/rdf-schema#label,bardas
http://dbpedia.org/ontology/RomanEmperor,http://www.w3.org/2000/01/rdf-schema#label,römischer Kaiser
http://dbpedia.org/ontology/RomanEmperor,http://www.w3.org/2000/01/rdf-schema#label,roman emperor
http://dbpedia.org/ontology/RomanEmperor,http://www.w3.org/2000/01/rdf-schema#label,ρωμαίος αυτοκράτορας
http://dbpedia.org/ontology/RomanEmperor,http://www.w3.org/2000/01/rdf-schema#label,Romeinse keizer
http://dbpedia.org/ontology/RomanEmperor,http://www.w3.org/2000/01/rdf-schema#label,empereur romain
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,religiöses Gebäude
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,religious building
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,θρησκευτικό κτίριο
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,宗教建築
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,cultusgebouw
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,edificio religioso
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,종교 건물
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,édifice religieux
http://dbpedia.org/ontology/ReligiousBuilding,http://www.w3.org/2000/01/rdf-schema#label,edificio religioso
http://dbpedia.org/ontology/MotorcycleRider,http://www.w3.org/2000/01/rdf-schema#label,motorcycle rider
