s,p,o
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,schiedsrichter
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,referee
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,διαιτητής
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,審判員
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,scheidsrechter
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,arbitro
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,arbitre
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,réiteoir
http://dbpedia.org/ontology/Referee,http://www.w3.org/2000/01/rdf-schema#label,árbitro
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,reptil
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,reptile
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,ερπετό
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,爬虫類
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,reptiel
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,reptile
http://dbpedia.org/ontology/Reptile,http://www.w3.org/2000/01/rdf-schema#label,reiptíl
http://dbpedia.org/ontology/Satellite,http://www.w3.org/2000/01/rdf-schema#label,Satellite
http://dbpedia.org/ontology/Satellite,http://www.w3.org/2000/01/rdf-schema#label,Satellite
http://dbpedia.org/ontology/Satellite,http://www.w3.org/2000/01/rdf-schema#label,δορυφόρος
http://dbpedia.org/ontology/Satellite,http://www.w3.org/2000/01/rdf-schema#label,satelliet
http://dbpedia.org/ontology/Satellite,http://www.w3.org/2000/01/rdf-schema#label,satellite
http://dbpedia.org/ontology/Satellite,http://www.w3.org/2000/01/rdf-schema#label,satailít
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,kanadischer Footballspieler
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,jogador de futebol canadense
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,canadian football Player
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,καναδός παίκτης ποδοσφαίρου
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,Canadese football speler
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,giocatore di football canadese
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,캐나다 축구 선수
http://dbpedia.org/ontology/CanadianFootballPlayer,http://www.w3.org/2000/01/rdf-schema#label,joueur de football canadien
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,Орган исполнительной власти
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,Behörde
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,government agency
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,κυβερνητική υπηρεσία
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,orgaan openbaar bestuur
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,정부 기관
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,agence gouvernementale
http://dbpedia.org/ontology/GovernmentAgency,http://www.w3.org/2000/01/rdf-schema#label,agencia del gobierno
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,Flagge
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,flag
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,σημαία
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,旗
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,vlag
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,bayrak
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,국기
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,drapeau
http://dbpedia.org/ontology/Flag,http://www.w3.org/2000/01/rdf-schema#label,bratach
http://dbpedia.org/ontology/RallyDriver,http://www.w3.org/2000/01/rdf-schema#label,rally driver
http://dbpedia.org/ontology/RallyDriver,http://www.w3.org/2000/01/rdf-schema#label,rallycoureur
http://dbpedia.org/ontology/RallyDriver,http://www.w3.org/2000/01/rdf-schema#label,οδηγός ράλι
http://dbpedia.org/ontology/RallyDriver,http://www.w3.org/2000/01/rdf-schema#label,Rallyefahrer
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,bakterium
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,bacteria
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,βακτήρια
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,真正細菌
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,bacterie
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,batterio
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,세균
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,bactérie
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,baictéir
http://dbpedia.org/ontology/Bacteria,http://www.w3.org/2000/01/rdf-schema#label,bacteria
http://dbpedia.org/ontology/ArcherPlayer,http://www.w3.org/2000/01/rdf-schema#label,Archer Player
http://dbpedia.org/ontology/ArcherPlayer,http://www.w3.org/2000/01/rdf-schema#label,Bogenschütze
http://dbpedia.org/ontology/ArcherPlayer,http://www.w3.org/2000/01/rdf-schema#label,boogschutter
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,Kardinal
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,cardeal
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,cardinal
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,καρδινάλιος
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,枢機卿
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,kardinaal
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,cardinale
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,카디널
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,cardinal
http://dbpedia.org/ontology/Cardinal,http://www.w3.org/2000/01/rdf-schema#label,cairdinéal
http://dbpedia.org/ontology/Mollusca,http://www.w3.org/2000/01/rdf-schema#label,Weichtiere
http://dbpedia.org/ontology/Mollusca,http://www.w3.org/2000/01/rdf-schema#label,mollusca
http://dbpedia.org/ontology/Mollusca,http://www.w3.org/2000/01/rdf-schema#label,μαλάκια
http://dbpedia.org/ontology/Mollusca,http://www.w3.org/2000/01/rdf-schema#label,軟体動物
http://dbpedia.org/ontology/Mollusca,http://www.w3.org/2000/01/rdf-schema#label,weekdier
http://dbpedia.org/ontology/Mollusca,http://www.w3.org/2000/01/rdf-schema#label,mollusque
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,Stadion
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,stadium
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,στάδιο
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,スタジアム
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,stadion
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,경기장
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,stade
http://dbpedia.org/ontology/Stadium,http://www.w3.org/2000/01/rdf-schema#label,staidiam
http://dbpedia.org/ontology/NationalSoccerClub,http://www.w3.org/2000/01/rdf-schema#label,national soccer club
http://dbpedia.org/ontology/NationalSoccerClub,http://www.w3.org/2000/01/rdf-schema#label,nationaler Fußballverein
http://dbpedia.org/ontology/NationalSoccerClub,http://www.w3.org/2000/01/rdf-schema#label,milli takım
http://dbpedia.org/ontology/NationalSoccerClub,http://www.w3.org/2000/01/rdf-schema#label,nationale voetbalclub
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,Fußballverein
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,soccer club
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,ομάδα ποδοσφαίρου
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,voetbalclub
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,club de futbol
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,club de football
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,klub piłkarski
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,club sacair
http://dbpedia.org/ontology/SoccerClub,http://www.w3.org/2000/01/rdf-schema#label,equipo de fútbol
http://dbpedia.org/ontology/GovernmentCabinet,http://www.w3.org/2000/01/rdf-schema#label,cabinet of ministers
http://dbpedia.org/ontology/GovernmentCabinet,http://www.w3.org/2000/01/rdf-schema#label,kabinet (regeringsploeg)
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,Museum
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,museu
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,museum
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,μουσείο
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,博物館
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,museum
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,박물관
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,musée
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,muzeum
http://dbpedia.org/ontology/Museum,http://www.w3.org/2000/01/rdf-schema#label,músaem
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,Eiskunstläufer
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,patinador artístico
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,figure skater
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,αθλητής του καλλιτεχνικού πατινάζ
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,フィギュアスケート選手
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,kunstschaatser
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,patineur artistique
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,scátálaí fíorach
http://dbpedia.org/ontology/FigureSkater,http://www.w3.org/2000/01/rdf-schema#label,patinador artístico
http://dbpedia.org/ontology/Horse,http://www.w3.org/2000/01/rdf-schema#label,Pferd
http://dbpedia.org/ontology/Horse,http://www.w3.org/2000/01/rdf-schema#label,horse
http://dbpedia.org/ontology/Horse,http://www.w3.org/2000/01/rdf-schema#label,ウマ
http://dbpedia.org/ontology/Horse,http://www.w3.org/2000/01/rdf-schema#label,paard
http://dbpedia.org/ontology/Horse,http://www.w3.org/2000/01/rdf-schema#label,cheval
http://dbpedia.org/ontology/Horse,http://www.w3.org/2000/01/rdf-schema#label,capall
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,säugetier
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,mamífero
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,mammal
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,θηλαστικό ζώο
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,哺乳類
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,zoogdier
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,mammifero
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,mammifère
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,ssak
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,mamach
http://dbpedia.org/ontology/Mammal,http://www.w3.org/2000/01/rdf-schema#label,mamífero
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,manga
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,manga
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,κινούμενα σχέδια
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,日本の漫画
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,manga
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,manga
http://dbpedia.org/ontology/Manga,http://www.w3.org/2000/01/rdf-schema#label,manga
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,université
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,universidad
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,College
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,faculdade
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,college
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,κολέγιο
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,単科大学
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,college
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,단과대학
http://dbpedia.org/ontology/College,http://www.w3.org/2000/01/rdf-schema#label,coláiste
http://dbpedia.org/ontology/NascarDriver,http://www.w3.org/2000/01/rdf-schema#label,NASCAR Fahrer
http://dbpedia.org/ontology/NascarDriver,http://www.w3.org/2000/01/rdf-schema#label,nascar driver
http://dbpedia.org/ontology/NascarDriver,http://www.w3.org/2000/01/rdf-schema#label,οδηγός αγώνων nascar
http://dbpedia.org/ontology/NascarDriver,http://www.w3.org/2000/01/rdf-schema#label,nascar coureur
http://dbpedia.org/ontology/NascarDriver,http://www.w3.org/2000/01/rdf-schema#label,pilote de la nascar
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,Vene
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,veia
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,vein
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,φλέβα
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,静脈
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,ader
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,veine
http://dbpedia.org/ontology/Vein,http://www.w3.org/2000/01/rdf-schema#label,féith
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,Eukaryoten
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,eukaryote
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,ευκαρυωτικό
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,真核生物
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,eukaryoot
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,진핵생물
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,eucaryote
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,eocarót
http://dbpedia.org/ontology/Eukaryote,http://www.w3.org/2000/01/rdf-schema#label,eucarionte
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,Film
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,movie
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,ταινία
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,فيلم
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,映画
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,film
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,영화
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,film
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,film
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,scannán
http://dbpedia.org/ontology/Film,http://www.w3.org/2000/01/rdf-schema#label,película
http://dbpedia.org/ontology/ConcentrationCamp,http://www.w3.org/2000/01/rdf-schema#label,Concentration camp
http://dbpedia.org/ontology/ConcentrationCamp,http://www.w3.org/2000/01/rdf-schema#label,Konzentrationslager
http://dbpedia.org/ontology/ConcentrationCamp,http://www.w3.org/2000/01/rdf-schema#label,concentratiekamp
http://dbpedia.org/ontology/WaterPoloPlayer,http://www.w3.org/2000/01/rdf-schema#label,water polo Player
http://dbpedia.org/ontology/WaterPoloPlayer,http://www.w3.org/2000/01/rdf-schema#label,Wasserpolo Spieler
http://dbpedia.org/ontology/WaterPoloPlayer,http://www.w3.org/2000/01/rdf-schema#label,waterpoloër
http://dbpedia.org/ontology/WaterPoloPlayer,http://www.w3.org/2000/01/rdf-schema#label,giocatore di pallanuoto
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,Skigebiet
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,ski area
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,Περιοχή Χιονοδρομίας
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,スキー場
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,skigebied
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,domaine skiable
http://dbpedia.org/ontology/SkiArea,http://www.w3.org/2000/01/rdf-schema#label,láthair sciála
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,Gitarre
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,guitar
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,κιθάρα
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,ギター
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,gitaar
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,guitare
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,giotar
http://dbpedia.org/ontology/Guitar,http://www.w3.org/2000/01/rdf-schema#label,guitarra
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,Glasbilo
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,musikinstrument
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,Instrument
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,Μουσικό Όργανο
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,楽器
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,muziekinstrument
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,strumento musicale
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,악기
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,instrument de musique
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,uirlis
http://dbpedia.org/ontology/Instrument,http://www.w3.org/2000/01/rdf-schema#label,Instrumento
http://dbpedia.org/ontology/Vicar,http://www.w3.org/2000/01/rdf-schema#label,Pfarrer
http://dbpedia.org/ontology/Vicar,http://www.w3.org/2000/01/rdf-schema#label,vicar
http://dbpedia.org/ontology/Vicar,http://www.w3.org/2000/01/rdf-schema#label,ιεροκήρυκας
http://dbpedia.org/ontology/Vicar,http://www.w3.org/2000/01/rdf-schema#label,predikant
http://dbpedia.org/ontology/Vicar,http://www.w3.org/2000/01/rdf-schema#label,pasteur
http://dbpedia.org/ontology/Vicar,http://www.w3.org/2000/01/rdf-schema#label,biocáire
http://dbpedia.org/ontology/NordicCombined,http://www.w3.org/2000/01/rdf-schema#label,Nordic Combined
http://dbpedia.org/ontology/NordicCombined,http://www.w3.org/2000/01/rdf-schema#label,Nordischer Kombinierer
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,Schwimmer
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,nadador
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,swimmer
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,Kολυμβητής
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,競泳選手
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,zwemmer
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,nuotatore
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,수영 선수
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,nageur
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,snámhaí
http://dbpedia.org/ontology/Swimmer,http://www.w3.org/2000/01/rdf-schema#label,nadador
http://dbpedia.org/ontology/Fiefdom,http://www.w3.org/2000/01/rdf-schema#label,fiefdom
http://dbpedia.org/ontology/Fiefdom,http://www.w3.org/2000/01/rdf-schema#label,heerlijkheid
http://dbpedia.org/ontology/Fiefdom,http://www.w3.org/2000/01/rdf-schema#label,seigneurie
http://dbpedia.org/ontology/Fiefdom,http://www.w3.org/2000/01/rdf-schema#label,封建領地
http://dbpedia.org/ontology/HistoricalAreaOfAuthority,http://www.w3.org/2000/01/rdf-schema#label,ancient area of jurisdiction of a person (feudal) or of a governmental body
http://dbpedia.org/ontology/HistoricalAreaOfAuthority,http://www.w3.org/2000/01/rdf-schema#label,gebied dat vroeger onder het gezag viel van een heer of vrouwe of een instelling van kerk of staat
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,Premierminister
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,prime minister
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,πρωθυπουργός
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,eerste minister
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,총리
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,premier ministre
http://dbpedia.org/ontology/PrimeMinister,http://www.w3.org/2000/01/rdf-schema#label,príomh-aire
http://dbpedia.org/ontology/Creek,http://www.w3.org/2000/01/rdf-schema#label,creek
http://dbpedia.org/ontology/Creek,http://www.w3.org/2000/01/rdf-schema#label,kreek
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,Farbe
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,cor
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,colour
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,χρώμα
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,色
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,kleur
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,색
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,couleur
http://dbpedia.org/ontology/Colour,http://www.w3.org/2000/01/rdf-schema#label,dath
http://dbpedia.org/ontology/Escalator,http://www.w3.org/2000/01/rdf-schema#label,escalator
http://dbpedia.org/ontology/Escalator,http://www.w3.org/2000/01/rdf-schema#label,roltrap
http://dbpedia.org/ontology/Escalator,http://www.w3.org/2000/01/rdf-schema#label,Rolltreppe
http://dbpedia.org/ontology/Escalator,http://www.w3.org/2000/01/rdf-schema#label,エスカレーター
http://dbpedia.org/ontology/On-SiteTransportation,http://www.w3.org/2000/01/rdf-schema#label,on-site mean of transportation
http://dbpedia.org/ontology/On-SiteTransportation,http://www.w3.org/2000/01/rdf-schema#label,Vorortbeförderungsmittel
http://dbpedia.org/ontology/On-SiteTransportation,http://www.w3.org/2000/01/rdf-schema#label,stationair vervoermiddel
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,Fabrik
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,factory
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,εργοστάσιο
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,工場
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,fabriek
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,fabbrica
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,공장
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,usine
http://dbpedia.org/ontology/Factory,http://www.w3.org/2000/01/rdf-schema#label,monarcha
http://dbpedia.org/ontology/ConveyorSystem,http://www.w3.org/2000/01/rdf-schema#label,conveyor system
http://dbpedia.org/ontology/ConveyorSystem,http://www.w3.org/2000/01/rdf-schema#label,Fördersystem
http://dbpedia.org/ontology/ConveyorSystem,http://www.w3.org/2000/01/rdf-schema#label,transportsysteem
http://dbpedia.org/ontology/SnookerChamp,http://www.w3.org/2000/01/rdf-schema#label,snooker world champion
